,Index,Title,Published Date,Background,Story,Award,Award Region,Award Category,Jury,URL,Stored Path,Photographer,Award Year
86,1,Yana and Victor,"18 April, 2022","Consoled by her partner Yevgeniy Vlasenko and her mother Lyubov, Yana Bachek (52) cries over the body of her father Victor Gubarev (79), killed while buying bread during the shelling of Kharkiv, Ukraine. Ukrainian authorities reported five people killed and a further 15 wounded in the city that day.","Russian forces began advancing towards Kharkiv, Ukraine’s second-largest city, as soon as their full-scale invasion began on 24 February. Russia may have regarded Kharkiv, some 35 kilometers from the border, as an easy target due to its large number of Russian-speaking inhabitants; instead Russian forces were met with fierce resistance. Throughout March and April, the city was partially encircled and remained under heavy shelling. In May, Ukraine forced a Russian withdrawal from the immediate surroundings of Kharkiv, although much of provincial Kharkiv remained under Russian control throughout the summer, and shelling frequently reached the city. By 14 September, Ukrainian forces had regained control of the province. ",2023 Photo Contest,Europe,Singles,"This is a visually simple photo that highlights the reality of daily life in Ukraine and the thin line between life and death that civilians walk everyday. Taken in a sensitive moment, the image is loaded with grief and heartbreak, and boldly accomplishes the directness that the jury was looking for in a single image. The soft quality of colors creates a sense of quiet amidst the very loud pain. It is an image that forces the viewer to reckon with the spontaneity of violent Russian attacks and the psychological impacts and terror they cause on those who survive. ",https://www.worldpressphoto.org/getmedia/35c042f1-bf8b-4342-871f-2feb2ea4575d/WPP-2023Contest-Europe-SIN-Alkis-Konstantinidis.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Alkis Konstantinidis\1.jpg,Alkis Konstantinidis,2023
87,1,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/841af0a2-5f13-4e0f-8177-2f9c21fb8f1b/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-01.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\1.jpg,Anush Babajanyan,2023
88,2,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/a7603702-b699-4197-9142-a189ffbe8215/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-02.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\2.jpg,Anush Babajanyan,2023
89,3,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/ce81a84b-e225-47f8-8697-75ff43b6e0b6/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-03.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\3.jpg,Anush Babajanyan,2023
90,4,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/bb69685a-a70d-4a17-a385-cea427b05789/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-04.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\4.jpg,Anush Babajanyan,2023
91,5,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/0644e9a7-fe87-4594-8c9e-472bb06634f8/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-05.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\5.jpg,Anush Babajanyan,2023
92,6,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/40adf069-afc0-460b-908a-fcae87f964de/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-06.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\6.jpg,Anush Babajanyan,2023
93,7,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/0b2d0645-c6c4-4e71-a7e5-60fbb7047760/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-07.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\7.jpg,Anush Babajanyan,2023
94,8,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/b1713d8a-a12e-43ee-9c31-ee7f7ff01de9/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-08.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\8.jpg,Anush Babajanyan,2023
95,9,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/2727dde2-a2c7-44de-95b2-01d7f0364155/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-09.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\9.jpg,Anush Babajanyan,2023
96,10,Battered Waters,"28 October, 2021","The Zapadnyy Suek glacier in Naryn, Kyrgyzstan, is a source of the Naryn River, which in turn feeds into the Syr Darya River. The Syr Darya skirts Uzbekistan and flows through Kazakhstan into what remains of the Aral Sea.Access to water is one of the most contentious local issues in Central Asia today. Four landlocked countries compete over the water supplies they share – a situation intensified by the climate crisis. ","For decades, interdependence between Tajikistan and Kyrgyzstan, upstream on the Syr Darya and Amu Darya rivers, and Uzbekistan and Kazakhstan downstream, encouraged peaceful interaction over use of this resource  – but drought, conflicting needs, and water mismanagement are disrupting this long-standing cooperation. Post-Soviet independence of the four countries, the subsequent growth of national identities, and the rise of privatized industries all contribute further to this imbalance.",2023 Photo Contest,Asia,Long-Term Projects,"This was a strong visual project that delved into a complex, multilayered story about the varied impacts of climate change in Central Asia. The photographer stayed clear of regional clichés and instead, thoughtfully represents water struggles/scarcity by depicting people’s diverse relationships to and uses of water in its various forms. There is a smooth connection of images across countries that are all united by the same struggles. The project is visually beautiful, dynamic and demonstrates a thoughtful edit that starts and ends strong. ",https://www.worldpressphoto.org/getmedia/d8e72e40-f258-451b-ac42-7eaea1d4164f/WPP-2023Contest-Asia-LTP-Anush-Babajanyan-10.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Anush Babajanyan\10.jpg,Anush Babajanyan,2023
97,1,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/e78abc1d-7b9a-4d11-b098-ffd8f7cce9cc/WPP-2023Contest-Asia-STO-Mads-Nissen-01.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\1.jpg,Mads Nissen,2023
98,2,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/258f82d6-8fc8-4dbf-ac5a-3d08553a1a68/WPP-2023Contest-Asia-STO-Mads-Nissen-02.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\2.jpg,Mads Nissen,2023
99,3,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/71f00023-a430-4ace-b753-5d112b6972e9/WPP-2023Contest-Asia-STO-Mads-Nissen-03.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\3.jpg,Mads Nissen,2023
100,4,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/f3ca2a7f-8d1e-431e-8d37-a9813055862c/WPP-2023Contest-Asia-STO-Mads-Nissen-04.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\4.jpg,Mads Nissen,2023
101,5,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/3e986fb9-8222-4218-b7bb-4f507bbcd132/WPP-2023Contest-Asia-STO-Mads-Nissen-05.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\5.jpg,Mads Nissen,2023
102,6,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/1c4667c4-9f67-4ab4-9bce-2a613fda33cc/WPP-2023Contest-Asia-STO-Mads-Nissen-06.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\6.jpg,Mads Nissen,2023
103,7,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/7dafc779-ba77-42c6-8e0b-8745e96c7003/WPP-2023Contest-Asia-STO-Mads-Nissen-07.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\7.jpg,Mads Nissen,2023
104,8,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/1c4bd106-49de-47e5-ac21-eddd3f49fe59/WPP-2023Contest-Asia-STO-Mads-Nissen-08.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\8.jpg,Mads Nissen,2023
105,9,The Price of Peace in Afghanistan,"19 January, 2022","Unable to afford food for the family, the parents of Khalil Ahmad (15) decided to sell his kidney for US$3,500. After the operation, Khalil suffers chronic pain and no longer has the strength for football and cricket. The lack of jobs and the threat of starvation has led to a dramatic increase in the illegal organ trade. Herat, Afghanistan.",This story captures the daily life of people living across Afghanistan in 2022. ,2023 Photo Contest,Asia,Stories,"A concise edit reflecting on the aftermath of the Taliban takeover in Afghanistan. Each photo provides new information, culminating in a comprehensive selection of nine powerful images. The project demonstrates an airtight, traditional approach that elucidates the failures of the American adventure in Afghanistan to give us a well rounded look at how these failures have impacted the people. The jury remarked that this is truly extraordinary work especially as it covers so many different layers of life under Taliban rule.",https://www.worldpressphoto.org/getmedia/4c729bed-448b-435c-9ee1-9dfe0946b43a/WPP-2023Contest-Asia-STO-Mads-Nissen-09.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Mads Nissen\9.jpg,Mads Nissen,2023
106,1,Shireen Abu Akleh’s Funeral,"13 May, 2022","Israeli police beat mourners accompanying the coffin of Al Jazeera journalist Shireen Abu Akleh to her funeral, in East Jerusalem. Police prohibited people from carrying the coffin on foot through the city, which is customary for notable deaths, as mourners chanted “We sacrifice our soul and blood for you, Shireen”.Shireen Abu Akleh, a veteran reporter of the Palestinian-Israeli conflict, was shot two days earlier while covering an Israeli military raid in Jenin, West Bank. She was wearing a helmet and a blue vest labeled “PRESS” at the time. Another journalist at the scene, Al Jazeera producer Ali al-Samoudi, was wounded by a bullet in the back. He said that no Palestinian fighters were present when they were shot, and that journalists were not warned or asked to leave. International media and organizations such as Bellingcat, Forensic Architecture, and The Washington Post investigated and corroborated the claims. ","A Palestinian investigation concluded Abu Akleh had been intentionally targeted. After initially rejecting these allegations, the Israeli military has since admitted there was a “high possibility” Abu Akleh was shot by an Israeli soldier, but denies deliberate targeting. Both the US Department of Justice and the International Criminal Court have launched investigations into the shooting.Reporters Sans Frontières says that 55 journalists and four media workers were killed worldwide in 2022 for reasons linked to their activities. ",2023 Photo Contest,Asia,Singles,"This image represents multiple aspects of the ongoing occupation of Palestine– the lack of press freedom and the inability for Palestinians to lay their dead to rest and mourn. In this image, one can hear and feel a chaos frozen in time, while the composition helps to convey the brutal hardline of security forces disrupting Abu Akleh's funeral procession. For the jury, the image serves as an emotional reminder of the continued fight for press freedom and a world where journalists are noncombatants who should be able to depict truth.",https://www.worldpressphoto.org/getmedia/92efea27-edc2-4ee0-afb0-9251657dfdb0/WPP-2023Contest-Asia-SIN-Maya-Levin.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\Maya Levin\1.jpg,Maya Levin,2023
107,1,Before It's Gone,"23 March, 2021","The last group of palm trees still standing in what used to be Tanseest Oasis, 15 kilometers from the town of Assa, in southern Morocco.Global heating and destructive human activity are threatening Morocco's oases, with devastating social and environmental consequences. ","Oases depend on a delicate balance of three elements – abundant  water supply, good quality soil, and date palms – to function as islands of biodiversity and barriers against desertification. Steadily rising temperatures have led to damaging fires and water scarcity, upsetting this balance and putting the oases’ existence in jeopardy. Overgrazing exacerbates the problem. In the past, oasis water in Morocco was supplied by underground tunnels known as khattara, which tapped groundwater and brought it to the surface for irrigation. An increasing demand for water, coupled with a dwindling natural supply, means that this sustainable source is insufficient, so people have begun to sink wells (sometimes illegally). Water extracted from lower levels in the water table has a higher salt content, contaminating the soil and affecting its fertility. ",2023 Photo Contest,Africa,Long-Term Projects,"This is a slow burning climate story that portrays the varied impacts of the climate crisis on oasis communities in Morocco. The edit of subtle imagery is executed beautifully and captures the encroachment of the desert on dwellings. At the same time, the photographer manages to emphasize the finite nature of oasis environments which in the near future could disappear forever. ",https://www.worldpressphoto.org/getmedia/c525c639-2ab2-4183-ab40-611b8b688987/WPP-2023Contest-Africa-LTP-M-hammed-Kilito-01.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\M'hammed Kilito\1.jpg,M'hammed Kilito,2023
108,2,Before It's Gone,"23 March, 2021","The last group of palm trees still standing in what used to be Tanseest Oasis, 15 kilometers from the town of Assa, in southern Morocco.Global heating and destructive human activity are threatening Morocco's oases, with devastating social and environmental consequences. ","Oases depend on a delicate balance of three elements – abundant  water supply, good quality soil, and date palms – to function as islands of biodiversity and barriers against desertification. Steadily rising temperatures have led to damaging fires and water scarcity, upsetting this balance and putting the oases’ existence in jeopardy. Overgrazing exacerbates the problem. In the past, oasis water in Morocco was supplied by underground tunnels known as khattara, which tapped groundwater and brought it to the surface for irrigation. An increasing demand for water, coupled with a dwindling natural supply, means that this sustainable source is insufficient, so people have begun to sink wells (sometimes illegally). Water extracted from lower levels in the water table has a higher salt content, contaminating the soil and affecting its fertility. ",2023 Photo Contest,Africa,Long-Term Projects,"This is a slow burning climate story that portrays the varied impacts of the climate crisis on oasis communities in Morocco. The edit of subtle imagery is executed beautifully and captures the encroachment of the desert on dwellings. At the same time, the photographer manages to emphasize the finite nature of oasis environments which in the near future could disappear forever. ",https://www.worldpressphoto.org/getmedia/ac75166c-8375-43f7-aeb9-f7aa5a9a2ec2/WPP-2023Contest-Africa-LTP-M-hammed-Kilito-02.jpg?maxsidesize=1920&resizemode=force,F:\Temp\2023\M'hammed Kilito\2.jpg,M'hammed Kilito,2023
